,instance,benchmark_name,class,width,ubound,abs_improvement,rel_improvement,solved,time,solver,solver_config,index,run,solver_version,wall,machine,stderr,error,solver_args,full_path,error_str
34,metlink-archiver_20110208_0348.gml.lp.gr,transit,atmost500,10.0,10.0,0,0.0,1.0,7.7347,tw-limprovement,jdrasil-b50-n1,34,1,1.0,7.1169,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/metlink-archiver_20110208_0348.gml.lp.gr/run1,
9,metlink-archiver_20110625_0239.gml.lp.gr,transit,atmost500,10.0,11.0,1,0.1,1.0,9.9742,tw-limprovement,jdrasil-b50-n1,9,1,1.0,9.3362,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/metlink-archiver_20110625_0239.gml.lp.gr/run1,
28,metlink-archiver_20110705_0254.gml.lp.gr,transit,atmost500,10.0,11.0,1,0.1,1.0,8.3705,tw-limprovement,jdrasil-b50-n1,28,1,1.0,7.7436,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/metlink-archiver_20110705_0254.gml.lp.gr/run1,
55,metlink-archiver_20150626_0331.gml.lp.gr,transit,atmost500,10.0,10.0,0,0.0,1.0,7.5148,tw-limprovement,jdrasil-b50-n1,55,1,1.0,6.8318,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/metlink-archiver_20150626_0331.gml.lp.gr/run1,
66,metro-christchurch_20150918_0928.gml.lp.gr,transit,atmost500,11.0,12.0,1,0.0909,1.0,9.9464,tw-limprovement,jdrasil-b50-n1,66,1,1.0,9.2656,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/metro-christchurch_20150918_0928.gml.lp.gr/run1,
20,metro-transit-system-city-of-madison_20131009_1415.gml.lp.gr,transit,atmost500,15.0,16.0,1,0.0667,1.0,18.5548,tw-limprovement,jdrasil-b50-n1,20,1,1.0,17.1098,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/metro-transit-system-city-of-madison_20131009_1415.gml.lp.gr/run1,
11,metropolitan-tulsa-transit-authority_20151202_1954.gml.lp.gr,transit,atmost500,13.0,14.0,1,0.0769,1.0,10.8629,tw-limprovement,jdrasil-b50-n1,11,1,1.0,9.8986,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/metropolitan-tulsa-transit-authority_20151202_1954.gml.lp.gr/run1,
64,mldickens_20150211_2214.gml.lp.gr,transit,atmost500,24.0,24.0,0,0.0,1.0,8.4331,tw-limprovement,jdrasil-b50-n1,64,1,1.0,7.784,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/mldickens_20150211_2214.gml.lp.gr/run1,
12,mrc-les-moulins-urbis_20151202_1947.gml.lp.gr,transit,atmost500,6.0,6.0,0,0.0,1.0,6.1694,tw-limprovement,jdrasil-b50-n1,12,1,1.0,5.4847,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/mrc-les-moulins-urbis_20151202_1947.gml.lp.gr/run1,
69,mrc-les-moulins_20141201_2136.gml.lp.gr,transit,atmost500,7.0,7.0,0,0.0,1.0,6.5822,tw-limprovement,jdrasil-b50-n1,69,1,1.0,5.8676,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/mrc-les-moulins_20141201_2136.gml.lp.gr/run1,
1176,mta-bus-company_20140205_0119.gml.lp.gr,transit,atmost500,12.0,13.0,1,0.0833,1.0,7.4351,tw-limprovement,tcs-b100-n1,1176,1,1.0,6.8296,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-tcs-b100-n1/atmost500/mta-bus-company_20140205_0119.gml.lp.gr/run1,
6,mta-new-york-city-transit_20150723_2021.gml.lp.gr,transit,atmost500,12.0,13.0,1,0.0833,1.0,11.5949,tw-limprovement,jdrasil-b50-n1,6,1,1.0,10.6578,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/mta-new-york-city-transit_20150723_2021.gml.lp.gr/run1,
41,nassau-inter-county-express_20131030_1518.gml.lp.gr,transit,atmost500,11.0,12.0,1,0.0909,1.0,12.3073,tw-limprovement,jdrasil-b50-n1,41,1,1.0,11.7263,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/nassau-inter-county-express_20131030_1518.gml.lp.gr/run1,
0,new_york_bronx_bus_2015-12-23.gml.lp.gr,transit,atmost500,12.0,13.0,1,0.0833,1.0,12.0236,tw-limprovement,jdrasil-b50-n1,0,1,1.0,11.4589,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/new_york_bronx_bus_2015-12-23.gml.lp.gr/run1,
70,new_york_manhattan_bus_2015-12-23.gml.lp.gr,transit,atmost500,14.0,15.0,1,0.0714,1.0,13.7554,tw-limprovement,jdrasil-b50-n1,70,1,1.0,13.0871,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/new_york_manhattan_bus_2015-12-23.gml.lp.gr/run1,
18,new_york_queens_bus_2015-12-23.gml.lp.gr,transit,atmost500,9.0,10.0,1,0.1111,1.0,8.8382,tw-limprovement,jdrasil-b50-n1,18,1,1.0,8.1924,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/new_york_queens_bus_2015-12-23.gml.lp.gr/run1,
16,north-county-transit-district_20150930_1532.gml.lp.gr,transit,atmost500,7.0,8.0,1,0.1429,1.0,9.2697,tw-limprovement,jdrasil-b50-n1,16,1,1.0,8.6604,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/north-county-transit-district_20150930_1532.gml.lp.gr/run1,
14,north_san_diego_county_2016-01.gml.lp.gr,transit,atmost500,7.0,8.0,1,0.1429,1.0,13.5144,tw-limprovement,jdrasil-b50-n1,14,1,1.0,12.8704,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/north_san_diego_county_2016-01.gml.lp.gr/run1,
74,omnitrans_20151217_1124.gml.lp.gr,transit,atmost500,9.0,10.0,1,0.1111,1.0,10.5664,tw-limprovement,jdrasil-b50-n1,74,1,1.0,9.9319,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/omnitrans_20151217_1124.gml.lp.gr/run1,
46,regional-transit-system_20150224_2046.gml.lp.gr,transit,atmost500,17.0,18.0,1,0.0588,1.0,11.23,tw-limprovement,jdrasil-b50-n1,46,1,1.0,10.6416,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/regional-transit-system_20150224_2046.gml.lp.gr/run1,
7746,regional-transportation-commission-of-southern-nevada_20130315_0353.gml.lp.gr,transit,atmost500,28.0,31.0,3,0.1071,1.0,639.86,tw-limprovement,jdrasil-b100-n1,7746,1,1.0,639.2772,cobra,,0,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b100-n1/atmost500/regional-transportation-commission-of-southern-nevada_20130315_0353.gml.lp.gr/run1,
27,rennes_2015-12-18.gml.lp.gr,transit,atmost500,10.0,10.0,0,0.0,1.0,8.9217,tw-limprovement,jdrasil-b50-n1,27,1,1.0,8.3802,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/rennes_2015-12-18.gml.lp.gr/run1,
68,riverside-transit-agency_20151216_1636.gml.lp.gr,transit,atmost500,8.0,9.0,1,0.125,1.0,20.5736,tw-limprovement,jdrasil-b50-n1,68,1,1.0,19.8998,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/riverside-transit-agency_20151216_1636.gml.lp.gr/run1,
62,sacramento-regional-transit_20151217_1028.gml.lp.gr,transit,atmost500,17.0,18.0,1,0.0588,1.0,9.7559,tw-limprovement,jdrasil-b50-n1,62,1,1.0,9.1727,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/sacramento-regional-transit_20151217_1028.gml.lp.gr/run1,
10,sacramento_2014-06-15.gml.lp.gr,transit,atmost500,17.0,18.0,1,0.0588,1.0,12.7038,tw-limprovement,jdrasil-b50-n1,10,1,1.0,11.8646,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/sacramento_2014-06-15.gml.lp.gr/run1,
67,sacramento_2015-12.gml.lp.gr,transit,atmost500,17.0,18.0,1,0.0588,1.0,10.6674,tw-limprovement,jdrasil-b50-n1,67,1,1.0,10.033,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/sacramento_2015-12.gml.lp.gr/run1,
44,san-joaquin-regional-transit-district-rtd_20151202_1522.gml.lp.gr,transit,atmost500,18.0,18.0,0,0.0,1.0,10.114,tw-limprovement,jdrasil-b50-n1,44,1,1.0,9.5331,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/san-joaquin-regional-transit-district-rtd_20151202_1522.gml.lp.gr/run1,
48,san_joaquin_valley_ca_2016-01.gml.lp.gr,transit,atmost500,18.0,18.0,0,0.0,1.0,10.0025,tw-limprovement,jdrasil-b50-n1,48,1,1.0,9.3678,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/san_joaquin_valley_ca_2016-01.gml.lp.gr/run1,
40,santa-cruz-metro_20151217_1054.gml.lp.gr,transit,atmost500,7.0,7.0,0,0.0,1.0,6.859,tw-limprovement,jdrasil-b50-n1,40,1,1.0,6.1988,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/santa-cruz-metro_20151217_1054.gml.lp.gr/run1,
1,santa_cruz_ca_2016-01.gml.lp.gr,transit,atmost500,7.0,7.0,0,0.0,1.0,8.0328,tw-limprovement,jdrasil-b50-n1,1,1,1.0,7.2969,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/santa_cruz_ca_2016-01.gml.lp.gr/run1,
19,sarasota-county-area-transit_20120511_0303.gml.lp.gr,transit,atmost500,8.0,8.0,0,0.0,1.0,10.4862,tw-limprovement,jdrasil-b50-n1,19,1,1.0,9.4165,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/sarasota-county-area-transit_20120511_0303.gml.lp.gr/run1,
4406,semitan_20151217_2118.gml.lp.gr,transit,atmost500,20.0,21.0,1,0.05,1.0,173.851,tw-limprovement,jdrasil-b150-n1,4406,1,1.0,173.12,cobra,,0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b150-n1/atmost500/semitan_20151217_2118.gml.lp.gr/run1,
1164,servios-municipalizados-de-transportes-urbanos-de-coimbra_20141110_1635.gml.lp.gr,transit,atmost500,11.0,12.0,1,0.0909,1.0,4.926,tw-limprovement,tcs-b100-n1,1164,1,1.0,4.3862,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-tcs-b100-n1/atmost500/servios-municipalizados-de-transportes-urbanos-de-coimbra_20141110_1635.gml.lp.gr/run1,
38,smtd_20151216_1406.gml.lp.gr,transit,atmost500,10.0,11.0,1,0.1,1.0,7.726,tw-limprovement,jdrasil-b50-n1,38,1,1.0,6.9364,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/smtd_20151216_1406.gml.lp.gr/run1,
4,societe-de-transport-de-laval_20151219_0126.gml.lp.gr,transit,atmost500,19.0,19.0,0,0.0,1.0,10.9883,tw-limprovement,jdrasil-b50-n1,4,1,1.0,10.2646,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/societe-de-transport-de-laval_20151219_0126.gml.lp.gr/run1,
65,socit-de-transport-de-sherbrooke_20150713_1557.gml.lp.gr,transit,atmost500,15.0,15.0,0,0.0,1.0,8.9102,tw-limprovement,jdrasil-b50-n1,65,1,1.0,8.333,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/socit-de-transport-de-sherbrooke_20150713_1557.gml.lp.gr/run1,
29,sonomacounty-ca-us-archiver_20140630_0109.gml.lp.gr,transit,atmost500,6.0,6.0,0,0.0,1.0,6.6569,tw-limprovement,jdrasil-b50-n1,29,1,1.0,6.02,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/sonomacounty-ca-us-archiver_20140630_0109.gml.lp.gr/run1,
54,sonomacounty-ca-us-archiver_20151217_1056.gml.lp.gr,transit,atmost500,9.0,9.0,0,0.0,1.0,8.2983,tw-limprovement,jdrasil-b50-n1,54,1,1.0,7.7528,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/sonomacounty-ca-us-archiver_20151217_1056.gml.lp.gr/run1,
7758,southern_nevada_2016-01.gml.lp.gr,transit,atmost500,30.0,33.0,3,0.1,1.0,77.9611,tw-limprovement,jdrasil-b100-n1,7758,1,1.0,77.2154,cobra,,0,"-w 1800 -b 100 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b100-n1/atmost500/southern_nevada_2016-01.gml.lp.gr/run1,
50,spokane-transit-authority_20151217_1018.gml.lp.gr,transit,atmost500,13.0,13.0,0,0.0,1.0,9.5513,tw-limprovement,jdrasil-b50-n1,50,1,1.0,8.868,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/spokane-transit-authority_20151217_1018.gml.lp.gr/run1,
52,sptrans_20130921_0457.gml.lp.gr,transit,atmost500,8.0,8.0,0,0.0,1.0,7.771,tw-limprovement,jdrasil-b50-n1,52,1,1.0,6.7995,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/sptrans_20130921_0457.gml.lp.gr/run1,
47,stib_20150902_2008.gml.lp.gr,transit,atmost500,14.0,15.0,1,0.0714,1.0,12.8206,tw-limprovement,jdrasil-b50-n1,47,1,1.0,11.9125,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/stib_20150902_2008.gml.lp.gr/run1,
17,timt4stic_20110831_0329.gml.lp.gr,transit,atmost500,,,0,0.0,,1.041,tw-limprovement,jdrasil-b50-n1,17,0,1.0,0.0,cobra,,20,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/timt4stic_20110831_0329.gml.lp.gr/run1,
15,transit-authority-of-northern-kentucky_20141225_0110.gml.lp.gr,transit,atmost500,11.0,11.0,0,0.0,1.0,10.1932,tw-limprovement,jdrasil-b50-n1,15,1,1.0,9.5814,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/transit-authority-of-northern-kentucky_20141225_0110.gml.lp.gr/run1,
39,transportes-urbanos-de-braga_20150131_2038.gml.lp.gr,transit,atmost500,16.0,17.0,1,0.0625,1.0,14.7242,tw-limprovement,jdrasil-b50-n1,39,1,1.0,13.9702,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost500/transportes-urbanos-de-braga_20150131_2038.gml.lp.gr/run1,
27071,auckland-transport_20140910_0129.gml.lp.gr,transit,atmost5000,42.0,46.0,4,0.0952,1.0,733.303,tw-limprovement,jdrasil-b125-n1,27071,1,1.0,732.5466,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b125-n1/atmost5000/auckland-transport_20140910_0129.gml.lp.gr/run1,
27069,auckland_2016-01.gml.lp.gr,transit,atmost5000,36.0,40.0,4,0.1111,1.0,1076.17,tw-limprovement,jdrasil-b125-n1,27069,1,1.0,1075.3489,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b125-n1/atmost5000/auckland_2016-01.gml.lp.gr/run1,
1272,huston_merge_2015-12.gml.lp.gr,transit,atmost5000,55.0,64.0,9,0.1636,1.0,6315.92,tw-limprovement,tcs-b100-n1,1272,1,1.0,6315.1581,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-tcs-b100-n1/atmost5000/huston_merge_2015-12.gml.lp.gr/run1,
134,lta_20150727_0653.normalized.gml.lp.gr,transit,atmost5000,221.0,221.0,0,0.0,1.0,94.0724,tw-limprovement,jdrasil-b50-n1,134,1,1.0,93.3856,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost5000/lta_20150727_0653.normalized.gml.lp.gr/run1,
4533,perth_2016-01.gml.lp.gr,transit,atmost5000,20.0,23.0,3,0.15,1.0,61.3647,tw-limprovement,jdrasil-b150-n1,4533,1,1.0,60.5875,cobra,,0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b150-n1/atmost5000/perth_2016-01.gml.lp.gr/run1,
143,rpsrute@ruter.no_20150309_1432.gml.lp.gr,transit,atmost5000,,,0,0.0,,60.908,tw-limprovement,jdrasil-b50-n1,143,0,1.0,0.0,cobra,,76,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost5000/rpsrute@ruter.no_20150309_1432.gml.lp.gr/run1,
131,rpsrute@ruter.no_20150319_1558.gml.lp.gr,transit,atmost5000,,,0,0.0,,60.9232,tw-limprovement,jdrasil-b50-n1,131,0,1.0,0.0,cobra,,76,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost5000/rpsrute@ruter.no_20150319_1558.gml.lp.gr/run1,
146,rpsrute@ruter.no_20150416_0935.gml.lp.gr,transit,atmost5000,,,0,0.0,,60.7469,tw-limprovement,jdrasil-b50-n1,146,0,1.0,0.0,cobra,,76,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost5000/rpsrute@ruter.no_20150416_0935.gml.lp.gr/run1,
137,rpsrute@ruter.no_20151217_2005.gml.lp.gr,transit,atmost5000,,,0,0.0,,60.7801,tw-limprovement,jdrasil-b50-n1,137,0,1.0,0.0,cobra,,76,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost5000/rpsrute@ruter.no_20151217_2005.gml.lp.gr/run1,
139,ruter.no_20151217_2005.gml.lp.gr,transit,atmost5000,,,0,0.0,,60.8832,tw-limprovement,jdrasil-b50-n1,139,0,1.0,0.0,cobra,,76,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost5000/ruter.no_20151217_2005.gml.lp.gr/run1,
4532,santiago.transit_20140625_2014.gml.lp.gr,transit,atmost5000,92.0,97.0,5,0.0543,1.0,543.403,tw-limprovement,jdrasil-b150-n1,4532,1,1.0,542.5148,cobra,,0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b150-n1/atmost5000/santiago.transit_20140625_2014.gml.lp.gr/run1,
1254,sydney-buses_20131202_0139.gml.lp.gr,transit,atmost5000,28.0,30.0,2,0.0714,1.0,75.3598,tw-limprovement,tcs-b100-n1,1254,1,1.0,74.5736,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-tcs-b100-n1/atmost5000/sydney-buses_20131202_0139.gml.lp.gr/run1,
144,taisto-transport-aktsiaselts-archiver_20150219_0134.gml.lp.gr,transit,atmost5000,,,0,0.0,,60.9724,tw-limprovement,jdrasil-b50-n1,144,0,1.0,0.0,cobra,,76,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost5000/taisto-transport-aktsiaselts-archiver_20150219_0134.gml.lp.gr/run1,
148,taisto-transport-aktsiaselts-archiver_20150319_0103.gml.lp.gr,transit,atmost5000,,,0,0.0,,60.7239,tw-limprovement,jdrasil-b50-n1,148,0,1.0,0.0,cobra,,76,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost5000/taisto-transport-aktsiaselts-archiver_20150319_0103.gml.lp.gr/run1,
126,taisto-transport-aktsiaselts-archiver_20151202_1913.gml.lp.gr,transit,atmost5000,,,0,0.0,,60.766,tw-limprovement,jdrasil-b50-n1,126,0,1.0,0.0,cobra,,76,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost5000/taisto-transport-aktsiaselts-archiver_20151202_1913.gml.lp.gr/run1,
135,taisto-transport-aktsiaselts-archiver_20151217_0921.gml.lp.gr,transit,atmost5000,,,0,0.0,,60.7866,tw-limprovement,jdrasil-b50-n1,135,0,1.0,0.0,cobra,,76,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/transit/tw-limprovement-1.0-jdrasil-b50-n1/atmost5000/taisto-transport-aktsiaselts-archiver_20151217_0921.gml.lp.gr/run1,
