,instance,solver_config,abs_improvement
1652,or_chain_185.fg.edge,jdrasil-b125-n1,0
5784,or_chain_186.fg.edge,jdrasil-b150-n1,3
5618,or_chain_187.fg.edge,jdrasil-b150-n1,18
21783,or_chain_188.fg.edge,jdrasil-b75-n1,4
11695,or_chain_190.fg.edge,jdrasil-b75t1800-n1,6
1723,or_chain_192.fg.edge,jdrasil-b125-n1,9
1708,or_chain_195.fg.edge,jdrasil-b125-n1,13
1812,or_chain_196.fg.edge,jdrasil-b125-n1,0
9756,or_chain_2.fg.edge,tcs-b100-n1,3
1740,or_chain_20.fg.edge,jdrasil-b125-n1,0
11698,or_chain_200.fg.edge,jdrasil-b75t1800-n1,13
1769,or_chain_202.fg.edge,jdrasil-b125-n1,11
1696,or_chain_207.fg.edge,jdrasil-b125-n1,0
5669,or_chain_21.fg.edge,jdrasil-b150-n1,2
5547,or_chain_210.fg.edge,jdrasil-b150-n1,16
11921,or_chain_214.fg.edge,jdrasil-b75t1800-n1,4
1741,or_chain_215.fg.edge,jdrasil-b125-n1,0
1907,or_chain_216.fg.edge,jdrasil-b125-n1,0
1745,or_chain_217.fg.edge,jdrasil-b125-n1,6
5726,or_chain_219.fg.edge,jdrasil-b150-n1,10
9584,or_chain_22.fg.edge,tcs-b100-n1,9
11902,or_chain_221.fg.edge,jdrasil-b75t1800-n1,8
5568,or_chain_224.fg.edge,jdrasil-b150-n1,20
11845,or_chain_227.fg.edge,jdrasil-b75t1800-n1,6
1922,or_chain_228.fg.edge,jdrasil-b125-n1,0
9726,or_chain_229.fg.edge,tcs-b100-n1,10
1690,or_chain_23.fg.edge,jdrasil-b125-n1,0
1781,or_chain_230.fg.edge,jdrasil-b125-n1,12
1689,or_chain_231.fg.edge,jdrasil-b125-n1,0
1791,or_chain_233.fg.edge,jdrasil-b125-n1,0
1746,or_chain_234.fg.edge,jdrasil-b125-n1,12
9677,or_chain_235.fg.edge,tcs-b100-n1,4
11690,or_chain_236.fg.edge,jdrasil-b75t1800-n1,3
1701,or_chain_238.fg.edge,jdrasil-b125-n1,0
5758,or_chain_239.fg.edge,jdrasil-b150-n1,8
1721,or_chain_24.fg.edge,jdrasil-b125-n1,13
29292,or_chain_240.fg.edge,tcs-b75-n1,11
5718,or_chain_244.fg.edge,jdrasil-b150-n1,14
1827,or_chain_245.fg.edge,jdrasil-b125-n1,15
9612,or_chain_25.fg.edge,tcs-b100-n1,6
5694,or_chain_26.fg.edge,jdrasil-b150-n1,16
9691,or_chain_27.fg.edge,tcs-b100-n1,9
1825,or_chain_3.fg.edge,jdrasil-b125-n1,0
1859,or_chain_30.fg.edge,jdrasil-b125-n1,12
1799,or_chain_31.fg.edge,jdrasil-b125-n1,0
1841,or_chain_32.fg.edge,jdrasil-b125-n1,11
11886,or_chain_35.fg.edge,jdrasil-b75t1800-n1,7
9699,or_chain_37.fg.edge,tcs-b100-n1,3
1697,or_chain_39.fg.edge,jdrasil-b125-n1,11
5790,or_chain_41.fg.edge,jdrasil-b150-n1,12
1659,or_chain_43.fg.edge,jdrasil-b125-n1,0
1816,or_chain_44.fg.edge,jdrasil-b125-n1,9
11768,or_chain_46.fg.edge,jdrasil-b75t1800-n1,10
9560,or_chain_47.fg.edge,tcs-b100-n1,2
9537,or_chain_49.fg.edge,tcs-b100-n1,10
1916,or_chain_51.fg.edge,jdrasil-b125-n1,16
1681,or_chain_52.fg.edge,jdrasil-b125-n1,4
13874,or_chain_54.fg.edge,tcs-b125-n1,19
1759,or_chain_55.fg.edge,jdrasil-b125-n1,12
9786,or_chain_56.fg.edge,tcs-b100-n1,7
21893,or_chain_57.fg.edge,jdrasil-b75-n1,8
1782,or_chain_58.fg.edge,jdrasil-b125-n1,1
1912,or_chain_59.fg.edge,jdrasil-b125-n1,16
1896,or_chain_6.fg.edge,jdrasil-b125-n1,0
11865,or_chain_61.fg.edge,jdrasil-b75t1800-n1,6
9583,or_chain_67.fg.edge,tcs-b100-n1,3
1755,or_chain_7.fg.edge,jdrasil-b125-n1,0
5567,or_chain_73.fg.edge,jdrasil-b150-n1,15
1758,or_chain_75.fg.edge,jdrasil-b125-n1,0
1904,or_chain_77.fg.edge,jdrasil-b125-n1,0
1779,or_chain_79.fg.edge,jdrasil-b125-n1,0
11829,or_chain_8.fg.edge,jdrasil-b75t1800-n1,12
1796,or_chain_81.fg.edge,jdrasil-b125-n1,8
1661,or_chain_83.fg.edge,jdrasil-b125-n1,6
1743,or_chain_87.fg.edge,jdrasil-b125-n1,0
1774,or_chain_88.fg.edge,jdrasil-b125-n1,6
29243,or_chain_89.fg.edge,tcs-b75-n1,7
13693,or_chain_9.fg.edge,tcs-b125-n1,12
5614,or_chain_95.fg.edge,jdrasil-b150-n1,12
9524,or_chain_97.fg.edge,tcs-b100-n1,11
9566,or_chain_98.fg.edge,tcs-b100-n1,6
1815,or_chain_99.fg.edge,jdrasil-b125-n1,0
1767,pedigree13.edge,jdrasil-b125-n1,0
1874,pedigree18.edge,jdrasil-b125-n1,0
1794,pedigree25.edge,jdrasil-b125-n1,0
1687,pedigree30.edge,jdrasil-b125-n1,2
9657,pedigree31.edge,tcs-b100-n1,2
1803,pedigree34.edge,jdrasil-b125-n1,0
1818,pedigree37.edge,jdrasil-b125-n1,1
9522,pedigree39.edge,tcs-b100-n1,2
9700,pedigree40.edge,tcs-b100-n1,5
6922,pedigree41.edge,jdrasil-b50-n1,3
1727,pedigree51.edge,jdrasil-b125-n1,5
1870,pedigree7.edge,jdrasil-b125-n1,0
1856,pedigree9.edge,jdrasil-b125-n1,0
1676,prob002.pddl.cnf.edge,jdrasil-b125-n1,0
1813,prob003.pddl.cnf.edge,jdrasil-b125-n1,0
1712,ra.cnf.edge,jdrasil-b125-n1,0
1672,rb.cnf.edge,jdrasil-b125-n1,0
1903,relational_3.edge,jdrasil-b125-n1,0
9516,1d2n.edge,tcs-b100-n1,3
1646,1e2x.edge,jdrasil-b125-n1,0
1460,1eg3.edge,jdrasil-b125-n1,6
30130,1exm.edge,tcs-b150-n1,1
1568,1p1m.edge,jdrasil-b125-n1,2
9375,1qb7.edge,tcs-b100-n1,8
5346,1qpk.edge,jdrasil-b150-n1,4
9315,1tl2.edge,tcs-b100-n1,12
1596,1ug6.edge,jdrasil-b125-n1,0
1481,2bitmax_6.cnf.edge,jdrasil-b125-n1,0
1566,3000.edge,jdrasil-b125-n1,0
1560,3001.edge,jdrasil-b125-n1,0
1487,3002.edge,jdrasil-b125-n1,0
1444,3003.edge,jdrasil-b125-n1,0
1576,3004.edge,jdrasil-b125-n1,0
1651,3005.edge,jdrasil-b125-n1,0
1472,3006.edge,jdrasil-b125-n1,0
1463,3007.edge,jdrasil-b125-n1,0
1587,3008.edge,jdrasil-b125-n1,0
1455,3009.edge,jdrasil-b125-n1,0
1638,3010.edge,jdrasil-b125-n1,0
1605,3011.edge,jdrasil-b125-n1,0
1501,3012.edge,jdrasil-b125-n1,0
1589,3013.edge,jdrasil-b125-n1,0
1627,3014.edge,jdrasil-b125-n1,0
1618,3015.edge,jdrasil-b125-n1,0
1600,3016.edge,jdrasil-b125-n1,0
1610,3017.edge,jdrasil-b125-n1,0
1485,3018.edge,jdrasil-b125-n1,0
1493,3019.edge,jdrasil-b125-n1,0
1538,3020.edge,jdrasil-b125-n1,0
1449,3021.edge,jdrasil-b125-n1,0
1641,3022.edge,jdrasil-b125-n1,0
1523,3023.edge,jdrasil-b125-n1,0
1527,3024.edge,jdrasil-b125-n1,0
1558,3025.edge,jdrasil-b125-n1,0
1620,3026.edge,jdrasil-b125-n1,0
1443,3027.edge,jdrasil-b125-n1,0
1567,3028.edge,jdrasil-b125-n1,0
1462,3029.edge,jdrasil-b125-n1,0
1450,3030.edge,jdrasil-b125-n1,0
1456,3031.edge,jdrasil-b125-n1,0
1471,3032.edge,jdrasil-b125-n1,0
1461,3033.edge,jdrasil-b125-n1,0
1569,3034.edge,jdrasil-b125-n1,0
1639,3035.edge,jdrasil-b125-n1,0
1480,3036.edge,jdrasil-b125-n1,0
1453,3037.edge,jdrasil-b125-n1,0
1553,3038.edge,jdrasil-b125-n1,0
1615,3039.edge,jdrasil-b125-n1,0
1598,3040.edge,jdrasil-b125-n1,0
1552,3041.edge,jdrasil-b125-n1,0
1484,3042.edge,jdrasil-b125-n1,0
1584,3043.edge,jdrasil-b125-n1,0
1492,3044.edge,jdrasil-b125-n1,0
1557,3045.edge,jdrasil-b125-n1,0
1545,3046.edge,jdrasil-b125-n1,0
1478,3047.edge,jdrasil-b125-n1,0
1473,3048.edge,jdrasil-b125-n1,0
1541,3049.edge,jdrasil-b125-n1,0
1608,3050.edge,jdrasil-b125-n1,0
1570,3051.edge,jdrasil-b125-n1,0
1479,3052.edge,jdrasil-b125-n1,0
1516,3053.edge,jdrasil-b125-n1,0
1616,3054.edge,jdrasil-b125-n1,0
1649,3055.edge,jdrasil-b125-n1,0
1474,3056.edge,jdrasil-b125-n1,0
1625,3057.edge,jdrasil-b125-n1,0
1571,3058.edge,jdrasil-b125-n1,0
1512,3059.edge,jdrasil-b125-n1,0
1629,3060.edge,jdrasil-b125-n1,0
1619,3061.edge,jdrasil-b125-n1,0
1524,3062.edge,jdrasil-b125-n1,0
1590,3063.edge,jdrasil-b125-n1,0
1644,3064.edge,jdrasil-b125-n1,0
1595,3065.edge,jdrasil-b125-n1,0
1517,3066.edge,jdrasil-b125-n1,0
1509,3067.edge,jdrasil-b125-n1,0
1532,3068.edge,jdrasil-b125-n1,0
1647,3069.edge,jdrasil-b125-n1,0
1621,3070.edge,jdrasil-b125-n1,0
1451,3071.edge,jdrasil-b125-n1,0
1539,3072.edge,jdrasil-b125-n1,0
1549,3073.edge,jdrasil-b125-n1,0
1531,3074.edge,jdrasil-b125-n1,0
1542,3075.edge,jdrasil-b125-n1,0
1565,3076.edge,jdrasil-b125-n1,0
1561,3077.edge,jdrasil-b125-n1,0
1525,3078.edge,jdrasil-b125-n1,0
1469,3079.edge,jdrasil-b125-n1,0
1500,3080.edge,jdrasil-b125-n1,0
1466,3081.edge,jdrasil-b125-n1,0
1559,3082.edge,jdrasil-b125-n1,0
1592,3083.edge,jdrasil-b125-n1,0
1510,3084.edge,jdrasil-b125-n1,0
1564,3085.edge,jdrasil-b125-n1,0
1495,3086.edge,jdrasil-b125-n1,0
1602,3087.edge,jdrasil-b125-n1,0
1529,3088.edge,jdrasil-b125-n1,0
1521,3089.edge,jdrasil-b125-n1,0
1606,3090.edge,jdrasil-b125-n1,0
1514,3091.edge,jdrasil-b125-n1,0
1635,3092.edge,jdrasil-b125-n1,0
1562,3093.edge,jdrasil-b125-n1,0
1530,3094.edge,jdrasil-b125-n1,0
1628,3095.edge,jdrasil-b125-n1,0
1445,3096.edge,jdrasil-b125-n1,0
1556,3097.edge,jdrasil-b125-n1,0
1630,3098.edge,jdrasil-b125-n1,0
1624,3099.edge,jdrasil-b125-n1,0
1579,Alchemy_11.edge,jdrasil-b125-n1,0
1504,Grids_15.edge,jdrasil-b125-n1,2
1591,Grids_16.edge,jdrasil-b125-n1,2
1623,Grids_17.edge,jdrasil-b125-n1,2
1580,Grids_18.edge,jdrasil-b125-n1,2
5463,Grids_26.edge,jdrasil-b150-n1,5
11613,Grids_28.edge,jdrasil-b75t1800-n1,5
5383,Grids_29.edge,jdrasil-b150-n1,5
1577,Grids_30.edge,jdrasil-b125-n1,2
1491,ImageAlignment_11.edge,jdrasil-b125-n1,1
1603,ImageAlignment_13.edge,jdrasil-b125-n1,0
1467,ImageAlignment_14.edge,jdrasil-b125-n1,1
1554,ImageAlignment_15.edge,jdrasil-b125-n1,1
1551,Pedigree_11.edge,jdrasil-b125-n1,2
1498,Pedigree_12.edge,jdrasil-b125-n1,1
1476,Pedigree_13.edge,jdrasil-b125-n1,0
5360,Promedus_11.edge,jdrasil-b150-n1,4
1464,Promedus_14.edge,jdrasil-b125-n1,0
1486,Promedus_15.edge,jdrasil-b125-n1,0
6705,Promedus_18.edge,jdrasil-b50-n1,2
1520,Promedus_21.edge,jdrasil-b125-n1,1
1543,Promedus_22.edge,jdrasil-b125-n1,1
1536,Promedus_24.edge,jdrasil-b125-n1,0
9414,Promedus_27.edge,tcs-b100-n1,2
1475,Promedus_28.edge,jdrasil-b125-n1,2
1457,Promedus_29.edge,jdrasil-b125-n1,0
1528,Promedus_30.edge,jdrasil-b125-n1,0
1563,Promedus_31.edge,jdrasil-b125-n1,0
1515,Promedus_33.edge,jdrasil-b125-n1,0
1586,Promedus_34.edge,jdrasil-b125-n1,3
1518,Promedus_35.edge,jdrasil-b125-n1,1
1494,Promedus_36.edge,jdrasil-b125-n1,1
1499,ProteinFolding_11.edge,jdrasil-b125-n1,2
1574,ProteinFolding_12.edge,jdrasil-b125-n1,0
1604,Segmentation_11.edge,jdrasil-b125-n1,0
1622,Segmentation_12.edge,jdrasil-b125-n1,0
1533,Segmentation_13.edge,jdrasil-b125-n1,0
1645,Segmentation_14.edge,jdrasil-b125-n1,0
1537,Segmentation_15.edge,jdrasil-b125-n1,0
1597,Segmentation_16.edge,jdrasil-b125-n1,0
1452,Segmentation_17.edge,jdrasil-b125-n1,0
1607,Segmentation_18.edge,jdrasil-b125-n1,0
1609,Segmentation_19.edge,jdrasil-b125-n1,0
1547,Segmentation_20.edge,jdrasil-b125-n1,0
1581,c880.isc.cnf.edge,jdrasil-b125-n1,0
1636,fs-04.edge,jdrasil-b125-n1,1
1454,linkage_14.edge,jdrasil-b125-n1,0
1588,linkage_16.edge,jdrasil-b125-n1,0
1442,linkage_21.edge,jdrasil-b125-n1,0
5354,or_chain_10.fg.edge,jdrasil-b150-n1,4
1508,or_chain_111.fg.edge,jdrasil-b125-n1,0
1583,or_chain_12.fg.edge,jdrasil-b125-n1,0
1540,or_chain_133.fg.edge,jdrasil-b125-n1,1
9327,or_chain_147.fg.edge,tcs-b100-n1,2
1522,or_chain_148.fg.edge,jdrasil-b125-n1,2
1640,or_chain_152.fg.edge,jdrasil-b125-n1,0
1611,or_chain_154.fg.edge,jdrasil-b125-n1,0
1612,or_chain_165.fg.edge,jdrasil-b125-n1,0
1488,or_chain_168.fg.edge,jdrasil-b125-n1,0
1465,or_chain_175.fg.edge,jdrasil-b125-n1,0
1575,or_chain_180.fg.edge,jdrasil-b125-n1,0
1613,or_chain_182.fg.edge,jdrasil-b125-n1,3
1548,or_chain_197.fg.edge,jdrasil-b125-n1,0
1643,or_chain_201.fg.edge,jdrasil-b125-n1,1
1497,or_chain_203.fg.edge,jdrasil-b125-n1,0
1448,or_chain_225.fg.edge,jdrasil-b125-n1,1
1506,or_chain_38.fg.edge,jdrasil-b125-n1,0
1513,or_chain_42.fg.edge,jdrasil-b125-n1,0
21670,or_chain_64.fg.edge,jdrasil-b75-n1,3
6795,or_chain_65.fg.edge,jdrasil-b50-n1,2
1550,or_chain_74.fg.edge,jdrasil-b125-n1,1
1526,or_chain_85.fg.edge,jdrasil-b125-n1,1
1470,pdb1duw.edge,jdrasil-b125-n1,0
1593,pdb1hcz.edge,jdrasil-b125-n1,0
1555,pedigree1.edge,jdrasil-b125-n1,0
1637,pedigree20.edge,jdrasil-b125-n1,0
1544,pedigree23.edge,jdrasil-b125-n1,0
1489,pedigree42.edge,jdrasil-b125-n1,0
1634,students_03_02-0000.edge,jdrasil-b125-n1,0
1535,students_03_02-0001.edge,jdrasil-b125-n1,0
1477,students_03_02-0002.edge,jdrasil-b125-n1,0
1614,students_03_02-0003.edge,jdrasil-b125-n1,0
1572,students_03_02-0004.edge,jdrasil-b125-n1,0
1511,students_03_02-0005.edge,jdrasil-b125-n1,0
1642,students_03_02-0006.edge,jdrasil-b125-n1,0
1503,students_03_02-0007.edge,jdrasil-b125-n1,0
1631,students_03_02-0008.edge,jdrasil-b125-n1,0
1582,students_03_02-0009.edge,jdrasil-b125-n1,0
1632,students_03_02-0010.edge,jdrasil-b125-n1,0
1505,students_03_02-0011.edge,jdrasil-b125-n1,0
1468,students_03_02-0012.edge,jdrasil-b125-n1,0
1650,students_03_02-0013.edge,jdrasil-b125-n1,0
1446,students_03_02-0014.edge,jdrasil-b125-n1,0
1585,students_03_02-0015.edge,jdrasil-b125-n1,0
1594,wcsp_11.edge,jdrasil-b125-n1,0
1578,wcsp_12.edge,jdrasil-b125-n1,0
1534,wcsp_14.edge,jdrasil-b125-n1,0
11622,wcsp_16.edge,jdrasil-b75t1800-n1,2
13673,wcsp_17.edge,tcs-b125-n1,4
1502,wcsp_18.edge,jdrasil-b125-n1,1
2132,BN_70.edge,jdrasil-b125-n1,0
2125,BN_72.edge,jdrasil-b125-n1,10
5959,BN_73.edge,jdrasil-b150-n1,2
2144,BN_76.edge,jdrasil-b125-n1,10
2165,Promedas_11.edge,jdrasil-b125-n1,0
2096,Promedas_13.edge,jdrasil-b125-n1,0
2086,Promedas_15.edge,jdrasil-b125-n1,0
2092,fs-10.edge,jdrasil-b125-n1,0
2121,log-4.cnf.edge,jdrasil-b125-n1,0
2090,log-5.cnf.edge,jdrasil-b125-n1,0
2159,mastermind_03_08_04-0000.edge,jdrasil-b125-n1,2
2099,mastermind_03_08_04-0001.edge,jdrasil-b125-n1,2
2109,mastermind_03_08_04-0002.edge,jdrasil-b125-n1,1
2111,mastermind_03_08_04-0003.edge,jdrasil-b125-n1,1
12157,mastermind_03_08_04-0004.edge,jdrasil-b75t1800-n1,5
2126,mastermind_03_08_04-0005.edge,jdrasil-b125-n1,1
9983,mastermind_03_08_04-0006.edge,tcs-b100-n1,4
2155,mastermind_03_08_04-0007.edge,jdrasil-b125-n1,1
7313,mastermind_03_08_04-0008.edge,jdrasil-b50-n1,1
2103,mastermind_03_08_04-0009.edge,jdrasil-b125-n1,1
2133,mastermind_03_08_04-0010.edge,jdrasil-b125-n1,1
2148,mastermind_03_08_04-0011.edge,jdrasil-b125-n1,1
12089,mastermind_03_08_04-0012.edge,jdrasil-b75t1800-n1,2
10017,mastermind_03_08_04-0013.edge,tcs-b100-n1,2
2118,mastermind_03_08_04-0014.edge,jdrasil-b125-n1,1
2101,mastermind_03_08_04-0015.edge,jdrasil-b125-n1,2
2123,mastermind_03_08_05-0000.edge,jdrasil-b125-n1,0
20502,mastermind_03_08_05-0001.edge,htd-b150-n1,1
2147,mastermind_03_08_05-0002.edge,jdrasil-b125-n1,1
2098,mastermind_03_08_05-0003.edge,jdrasil-b125-n1,1
2138,mastermind_03_08_05-0004.edge,jdrasil-b125-n1,2
2153,mastermind_03_08_05-0005.edge,jdrasil-b125-n1,0
2116,mastermind_03_08_05-0006.edge,jdrasil-b125-n1,0
2134,mastermind_03_08_05-0007.edge,jdrasil-b125-n1,0
2127,mastermind_03_08_05-0008.edge,jdrasil-b125-n1,1
12106,mastermind_03_08_05-0009.edge,jdrasil-b75t1800-n1,2
12090,mastermind_03_08_05-0010.edge,jdrasil-b75t1800-n1,4
2106,mastermind_03_08_05-0011.edge,jdrasil-b125-n1,2
2113,mastermind_03_08_05-0012.edge,jdrasil-b125-n1,0
2100,mastermind_03_08_05-0013.edge,jdrasil-b125-n1,1
10025,mastermind_03_08_05-0014.edge,tcs-b100-n1,1
2107,mastermind_03_08_05-0015.edge,jdrasil-b125-n1,2
12120,mastermind_04_08_04-0000.edge,jdrasil-b75t1800-n1,6
28404,mastermind_04_08_04-0001.edge,jdrasil-b100-n1,6
2097,mastermind_04_08_04-0002.edge,jdrasil-b125-n1,2
22208,mastermind_04_08_04-0003.edge,jdrasil-b75-n1,6
12146,mastermind_04_08_04-0004.edge,jdrasil-b75t1800-n1,2
20548,mastermind_04_08_04-0005.edge,htd-b150-n1,4
20531,mastermind_04_08_04-0006.edge,htd-b150-n1,4
28428,mastermind_04_08_04-0007.edge,jdrasil-b100-n1,6
28412,mastermind_04_08_04-0008.edge,jdrasil-b100-n1,6
2146,mastermind_04_08_04-0009.edge,jdrasil-b125-n1,7
12118,mastermind_04_08_04-0010.edge,jdrasil-b75t1800-n1,6
12131,mastermind_04_08_04-0011.edge,jdrasil-b75t1800-n1,6
12148,mastermind_04_08_04-0012.edge,jdrasil-b75t1800-n1,5
12159,mastermind_04_08_04-0013.edge,jdrasil-b75t1800-n1,5
12083,mastermind_04_08_04-0014.edge,jdrasil-b75t1800-n1,6
12150,mastermind_04_08_04-0015.edge,jdrasil-b75t1800-n1,5
12156,mastermind_10_08_03-0000.edge,jdrasil-b75t1800-n1,4
12124,mastermind_10_08_03-0001.edge,jdrasil-b75t1800-n1,4
12160,mastermind_10_08_03-0002.edge,jdrasil-b75t1800-n1,5
12152,mastermind_10_08_03-0003.edge,jdrasil-b75t1800-n1,3
12141,mastermind_10_08_03-0004.edge,jdrasil-b75t1800-n1,3
12158,mastermind_10_08_03-0005.edge,jdrasil-b75t1800-n1,4
9998,mastermind_10_08_03-0006.edge,tcs-b100-n1,2
12138,mastermind_10_08_03-0007.edge,jdrasil-b75t1800-n1,1
12098,mastermind_10_08_03-0008.edge,jdrasil-b75t1800-n1,1
12136,mastermind_10_08_03-0009.edge,jdrasil-b75t1800-n1,3
2117,mastermind_10_08_03-0010.edge,jdrasil-b125-n1,0
12147,mastermind_10_08_03-0011.edge,jdrasil-b75t1800-n1,4
12154,mastermind_10_08_03-0012.edge,jdrasil-b75t1800-n1,4
2137,mastermind_10_08_03-0013.edge,jdrasil-b125-n1,0
2104,mastermind_10_08_03-0014.edge,jdrasil-b125-n1,1
12084,mastermind_10_08_03-0015.edge,jdrasil-b75t1800-n1,4
2129,or_chain_117.fg.edge,jdrasil-b125-n1,0
2105,or_chain_60.fg.edge,jdrasil-b125-n1,0
2143,or_chain_70.fg.edge,jdrasil-b125-n1,0
2108,prob004.pddl.cnf.edge,jdrasil-b125-n1,0
2119,prob005.pddl.cnf.edge,jdrasil-b125-n1,0
2089,prob012.pddl.cnf.edge,jdrasil-b125-n1,0
2141,rc.cnf.edge,jdrasil-b125-n1,0
2063,Grids_20.edge,jdrasil-b125-n1,0
7161,blockmap_10_01-0000.edge,jdrasil-b50-n1,1
7236,blockmap_10_01-0001.edge,jdrasil-b50-n1,1
9847,blockmap_10_01-0002.edge,tcs-b100-n1,1
2025,blockmap_10_01-0003.edge,jdrasil-b125-n1,0
9925,blockmap_10_01-0004.edge,tcs-b100-n1,1
1952,blockmap_10_01-0005.edge,jdrasil-b125-n1,0
7212,blockmap_10_01-0006.edge,jdrasil-b50-n1,1
2006,blockmap_10_01-0007.edge,jdrasil-b125-n1,0
2068,blockmap_10_01-0008.edge,jdrasil-b125-n1,0
9942,blockmap_10_01-0009.edge,tcs-b100-n1,1
2027,blockmap_10_01-0010.edge,jdrasil-b125-n1,0
1973,blockmap_10_01-0011.edge,jdrasil-b125-n1,0
9826,blockmap_10_01-0012.edge,tcs-b100-n1,1
7264,blockmap_10_01-0013.edge,jdrasil-b50-n1,1
1975,blockmap_10_01-0014.edge,jdrasil-b125-n1,0
2082,blockmap_10_01-0015.edge,jdrasil-b125-n1,0
2076,blockmap_10_02-0000.edge,jdrasil-b125-n1,0
2015,blockmap_10_02-0001.edge,jdrasil-b125-n1,0
2001,blockmap_10_02-0002.edge,jdrasil-b125-n1,0
9934,blockmap_10_02-0003.edge,tcs-b100-n1,3
9935,blockmap_10_02-0004.edge,tcs-b100-n1,6
1948,blockmap_10_02-0005.edge,jdrasil-b125-n1,0
1980,blockmap_10_02-0006.edge,jdrasil-b125-n1,0
2012,blockmap_10_02-0007.edge,jdrasil-b125-n1,0
2052,blockmap_10_02-0008.edge,jdrasil-b125-n1,0
2020,blockmap_10_02-0009.edge,jdrasil-b125-n1,0
9873,blockmap_10_02-0010.edge,tcs-b100-n1,6
2029,blockmap_10_02-0011.edge,jdrasil-b125-n1,0
1953,blockmap_10_02-0012.edge,jdrasil-b125-n1,0
2017,blockmap_10_02-0013.edge,jdrasil-b125-n1,0
1959,blockmap_10_02-0014.edge,jdrasil-b125-n1,0
1998,blockmap_10_02-0015.edge,jdrasil-b125-n1,0
2022,blockmap_10_03-0000.edge,jdrasil-b125-n1,0
2048,blockmap_10_03-0001.edge,jdrasil-b125-n1,0
1965,blockmap_10_03-0002.edge,jdrasil-b125-n1,0
1971,blockmap_10_03-0003.edge,jdrasil-b125-n1,0
1969,blockmap_10_03-0004.edge,jdrasil-b125-n1,0
1966,blockmap_10_03-0005.edge,jdrasil-b125-n1,0
2034,blockmap_10_03-0006.edge,jdrasil-b125-n1,0
1984,blockmap_10_03-0007.edge,jdrasil-b125-n1,0
1957,blockmap_10_03-0008.edge,jdrasil-b125-n1,0
9940,blockmap_10_03-0009.edge,tcs-b100-n1,1
9896,blockmap_10_03-0010.edge,tcs-b100-n1,3
9889,blockmap_10_03-0011.edge,tcs-b100-n1,1
1955,blockmap_10_03-0012.edge,jdrasil-b125-n1,0
9867,blockmap_10_03-0013.edge,tcs-b100-n1,1
2046,blockmap_10_03-0014.edge,jdrasil-b125-n1,0
2013,blockmap_10_03-0015.edge,jdrasil-b125-n1,0
2003,blockmap_15_01-0000.edge,jdrasil-b125-n1,0
2075,blockmap_15_01-0001.edge,jdrasil-b125-n1,0
1942,blockmap_15_01-0002.edge,jdrasil-b125-n1,0
2049,blockmap_15_01-0003.edge,jdrasil-b125-n1,0
2054,blockmap_15_01-0004.edge,jdrasil-b125-n1,0
1989,blockmap_15_01-0005.edge,jdrasil-b125-n1,0
1996,blockmap_15_01-0006.edge,jdrasil-b125-n1,0
2060,blockmap_15_01-0007.edge,jdrasil-b125-n1,0
2065,blockmap_15_01-0008.edge,jdrasil-b125-n1,0
2059,blockmap_15_01-0009.edge,jdrasil-b125-n1,0
1977,blockmap_15_01-0010.edge,jdrasil-b125-n1,0
1962,blockmap_15_01-0011.edge,jdrasil-b125-n1,0
1944,blockmap_15_01-0012.edge,jdrasil-b125-n1,0
1951,blockmap_15_01-0013.edge,jdrasil-b125-n1,0
2000,blockmap_15_01-0014.edge,jdrasil-b125-n1,0
1995,blockmap_15_01-0015.edge,jdrasil-b125-n1,0
2002,blockmap_15_02-0000.edge,jdrasil-b125-n1,0
2035,blockmap_15_02-0001.edge,jdrasil-b125-n1,0
1941,blockmap_15_02-0002.edge,jdrasil-b125-n1,0
2009,blockmap_15_02-0003.edge,jdrasil-b125-n1,0
2051,blockmap_15_02-0004.edge,jdrasil-b125-n1,0
1978,blockmap_15_02-0005.edge,jdrasil-b125-n1,0
2069,blockmap_15_02-0006.edge,jdrasil-b125-n1,0
2016,blockmap_15_02-0007.edge,jdrasil-b125-n1,0
1982,blockmap_15_02-0008.edge,jdrasil-b125-n1,0
2045,blockmap_15_02-0009.edge,jdrasil-b125-n1,0
1994,blockmap_15_02-0010.edge,jdrasil-b125-n1,0
2053,blockmap_15_02-0011.edge,jdrasil-b125-n1,0
2038,blockmap_15_02-0012.edge,jdrasil-b125-n1,0
2031,blockmap_15_02-0013.edge,jdrasil-b125-n1,0
1988,blockmap_15_02-0014.edge,jdrasil-b125-n1,0
2077,blockmap_15_02-0015.edge,jdrasil-b125-n1,0
2064,blockmap_15_03-0000.edge,jdrasil-b125-n1,0
2008,blockmap_15_03-0001.edge,jdrasil-b125-n1,0
1987,blockmap_15_03-0002.edge,jdrasil-b125-n1,0
2041,blockmap_15_03-0003.edge,jdrasil-b125-n1,0
2011,blockmap_15_03-0004.edge,jdrasil-b125-n1,0
1970,blockmap_15_03-0005.edge,jdrasil-b125-n1,0
2010,blockmap_15_03-0006.edge,jdrasil-b125-n1,0
2004,blockmap_15_03-0007.edge,jdrasil-b125-n1,0
1950,blockmap_15_03-0008.edge,jdrasil-b125-n1,0
1931,blockmap_15_03-0009.edge,jdrasil-b125-n1,0
1972,blockmap_15_03-0010.edge,jdrasil-b125-n1,0
2056,blockmap_15_03-0011.edge,jdrasil-b125-n1,0
